id,age,age_group,gender,race,education,partyid,libcon,fo_dei,fo_jus_soli,fo_ukraine_mil,fo_israel_mil,fo_reduce_unequal,fo_schoolvax,fo_trans_mil,harris_likes,harris_dislikes,trump_likes,trump_dislikes,mipp_1,harris_therm,trump_therm
141884,67,NA,2. Woman,"6. Multiple races, non-Hispanic",2. High school credential,7. Strong Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,7. Oppose a great deal,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,NA,"Kamela Harris is a joke. She doesnt care ablut the elderly or people that live on Social Security, in fact she wants to do away with it. She doesnt put Americans best interest to heart. I think she is very heartless and unfeeling.","Donald Trump is an honest trustworthy person. He is a Christian with strong values for the American people. Donald Trump cares about the average working class, not just the rich.",NA,"Abortion, teaching children about being gay, drug use, crime,",15,100
141885,80,NA,2. Woman,"2. Black, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,strong woman. been in government positions,NA,ibis character,his character not respected because of inappropriate remarks made,SK,NA,NA
141886,53,45-54,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,3. Slightly liberal,2. Favor a moderate amount,6. Oppose moderately,1. Favor a great deal,3. Favor a little,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,She is a skilled politician.,NA,NA,He has no idea how to govern.,"imagined social problems driving policy and attention, taking resources and eyes away from hostile foreign nations",100,0
141887,70,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,5. Slightly conservative,5. Oppose a little,6. Oppose moderately,6. Oppose moderately,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,7. Oppose a great deal,NA,she is completely inept and uninformed. She is a puppet and made a debacle of the border situation.,he is not Kamala Harris,NA,corrupt mainstream media,0,50
141890,80,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,5. Independent-Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,2. Favor moderately,2. Favor moderately,6. Oppose moderately,6. Oppose a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,gives the air to be a good speaker and leader,NA,arrogant and continues to line. after being convicted.,convicted of crimes should not be elected. We need somebody who doesn’t think that they are above the law.,inflation high hurting seniors and low income people.,90,0
141891,65,65+,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,6. Conservative,6. Oppose a moderate amount,2. Favor moderately,2. Favor moderately,3. Favor a little,4. Neither favor nor oppose,1. Favor a great deal,5. Oppose a little,economic policy,"LGBT policy, such as sex changes for inmates;",immigration policies,abortion policy,inflation and the cost of living on the middle and lower classes,40,40
141892,40,35-44,2. Woman,"1. White, non-Hispanic",5. Graduate degree,4. Independent,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,2. Favor a moderate amount,1. Favor a great deal,NA,if she continues to promise to increase capital gains tax,NA,I do not think he actually is capable of leading with logic. It seems his ego interferes,economy/inflation,40,40
141893,80,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,5. Slightly conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,2. Favor moderately,4. Neither favor nor oppose,2. Favor a moderate amount,4. Neither favor nor oppose,Her track record as a prosecutor. senator and vice president have impressed me of her capability to run our Country.,NA,NA,I did not like what he did during his presidency especially manipulating the Senate and supreme court. And failing to accept the peoples vote.,special interest groups,100,0
141894,43,35-44,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",2. Not very strong Democrat,1. Extremely liberal,2. Favor a moderate amount,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,"Aside from not being Trump, she's an accomplished attorney who appears to hold values that I agree with.",NA,NA,"Talk of being a dictator, talking about 'not having to vote again', incoherent ramblings, mocking of disabled people, blatant racism, inciting a coup attempt on Jan 6th, etc.",Fascism/Authoritarianism,100,0
141895,70,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,1. Extremely liberal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,A woman and a person of color . She is likely to help the environment. And more likely to vote in favor of social entitlements,NA,NA,He is a fascist and a megalomaniac,Climate Religion,100,0
141897,80,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,5. Slightly conservative,6. Oppose a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,7. Oppose a great deal,NA,This whole process this year has been a set-up scam by the Democratic party and Kamla is nothing but their robot,"Donald Trump is a jerk and his own worse enemy, but if you look at his record as president and compare it to the Biden administration record, we were a lot better off with Trump",NA,inflation - prices have doubled and tripled this will lead to famine,0,100
141898,51,45-54,1. Man,"1. White, non-Hispanic",5. Graduate degree,6. Not very strong Republican,5. Slightly conservative,7. Oppose a great deal,7. Oppose a great deal,3. Favor a little,3. Favor a little,2. Favor a moderate amount,2. Favor a moderate amount,4. Neither favor nor oppose,NA,"economy, foreign policy, Border",The way the country was run under his leadership,NA,"Foreign policy, government spending, inflation and the border",20,80
141899,78,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,6. Conservative,6. Oppose a moderate amount,3. Favor a little,4. Neither favor nor oppose,1. Favor a great deal,6. Oppose a moderate amount,2. Favor a moderate amount,4. Neither favor nor oppose,NA,Her policies are too liberal for me.,He is running vs. Harris,NA,I believe that the open border has caused so many people to enter that our economy is being ruined because of it. I do believe it should be easier to enter legally and become a citizen. But to give people already breaking the law funds while we have so many people that served this country living in the streets,40,70
141901,62,55-64,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose a moderate amount,NA,I don’t think she is strong enough to handle world affairs!,He wants what is best for Americans!,NA,"Infatuation, the border, security and values",15,85
141902,71,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,4. Neither favor nor oppose,3. Favor a little,1. Favor a great deal,7. Oppose a great deal,4. Neither favor nor oppose,7. Oppose a great deal,NA,abortion and LGBTQIA’s issues,leader and economic policy and borders,personality and bullying,moral decline number of Americans who no longer recognize the reality of God. no longer one nation under God,0,60
141903,80,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,A fresh genuine youthful person with an honest character.,NA,NA,Too many negative impressions to convey other than that he's a person that should never have been considered to enjoy public notoriety of any sorts.,Future changes that may directly impact education programs and concerns about dealing with global climate change.,100,0
141904,46,45-54,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,6. Oppose a moderate amount,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose a moderate amount,4. Neither favor nor oppose,1. Favor a great deal,NA,immigration and abortion policies,immigration and abortion policies,NA,economy and immigration,10,70
141905,57,55-64,2. Woman,"1. White, non-Hispanic",2. High school credential,5. Independent-Republican,6. Conservative,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,-2. DK/RF in V241401 or V241402,2. Favor a moderate amount,4. Neither favor nor oppose,4. Neither favor nor oppose,NA,She always seems vague and cannot  stay in track with educated answers,"he is not so politically correct"" ; he owes  no one already in Congress big favors and he is a proven successful business man and i feel America needs that at this point  """,NA,"greed many higher members of senate and congress and even higher up have lost touch completely with how we common people (whom they are supposed to represent) actually gave to live. they have government cars, gas accounts, expense accounts that we pay for and still manage to make more, more money.",30,85
141906,69,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,6. Not very strong Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor moderately,6. Oppose moderately,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,"Strong leadership qualities, approachable, intelligent, not racists, positive outlook",NA,NA,"racist, egotistical, concerned only about himself",Misinformation!!,70,0
141907,53,45-54,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,3. Independent-Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,5. Oppose a little,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,she’s not Donald Trump,NA,NA,"He’s extremely shady, too many stories of him shafting independent people who have done work for him and he treats women horribly; he also doesn’t try to bring others together but thrives on dividing",1.political division 2. immigration 3.the economy,50,0
141908,43,35-44,1. Man,"1. White, non-Hispanic",2. High school credential,5. Independent-Republican,5. Slightly conservative,6. Oppose a moderate amount,1. Favor a great deal,2. Favor moderately,1. Favor a great deal,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,NA,she is weak. she will be ran over and the democrats only want her in there as a puppet for their agenda,"everything was cheaper. gas, food etc. Russia wasn’t forming alliances with China and North Korea and floating there subs off the coast of Florida and flying their bombers through alaska",NA,anxiety and depression and the way people are dealing with it.,85,85
141909,-2,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,6. Oppose moderately,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,3. Favor a little,4. Neither favor nor oppose,NA,She went to the border and did nothing. She will continue in the same direction as biden,closing the border...strengthen the economy...eliminate inflation,NA,inflation with home means higher taxes,30,60
141911,80,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,5. Independent-Republican,6. Conservative,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,4. Neither favor nor oppose,7. Oppose a great deal,NA,"FOR MORE THAN 3 YEARS SHE COVERED UP THE DEMENTIA OF JOE BIDEN.  SHE HAS DONE NOTHING DURING THIS TIME TO BE EFFECTIVE IN HER OFFICE, OTHER THAN CAST THE TIE BREAKING VOTE ON MORE GOVERNMENT DEBT.","HE DID EVERYTHING HE PROMISED TO MDO IN 2016.  I DON'T CARE FOR HIS BOMBASTIC STYLE, BUT I DO RESPECT HIM AND WHAT HE DID FOR THE COUNTRY",HIS BOMBASTIC STYLE,ILLEGAL IMIGRATION,0,100
141912,49,45-54,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",6. Not very strong Republican,5. Slightly conservative,4. Neither favor nor oppose,1. Favor a great deal,3. Favor a little,1. Favor a great deal,7. Oppose a great deal,6. Oppose a moderate amount,4. Neither favor nor oppose,NA,seems to have knowledge of almost nothing throughout her VP role,I feel he will provide a stronger economy and political stance for the US,he can take extreme measures or stances at times,inflation is a concern that needs to be addressed.,0,100
141913,46,45-54,1. Man,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,2. Liberal,1. Favor a great deal,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,NA,NA,NA,very Selfish and not educated enough to run the whole country. also racist.,"Economic, debt, involving wars non of YS business, illegal immigrates",30,40
141914,45,45-54,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",6. Not very strong Republican,4. Moderate; middle of the road,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,NA,She is a female.,NA,NA,"Homelessness, Human Trafficing, Healthcare, SSI and Medicare",15,50
141915,53,45-54,2. Woman,"5. Native American/Alaska Native or other race, non-Hispanic","3. Some post-high school, no bachelor's degree",2. Not very strong Democrat,4. Moderate; middle of the road,2. Favor a moderate amount,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,1. Favor a great deal,2. Favor a moderate amount,1. Favor a great deal,she seems genuinely nice and cates for the people.,NA,NA,He is for the wealthy.,equal rights for everyone,70,0
141916,43,35-44,2. Woman,"1. White, non-Hispanic",5. Graduate degree,3. Independent-Democrat,3. Slightly liberal,3. Favor a little,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,2. Favor a moderate amount,"Woman, younger, legal and political experience",I'm not as pro-choice as she is,NA,His indictments/convictions; his crass and disrespectful tone toward all kinds of people; his cultural influence in general[CHAR(10)],polarization - division in society,70,0
141918,56,55-64,2. Woman,"1. White, non-Hispanic",5. Graduate degree,2. Not very strong Democrat,2. Liberal,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,"She comes across as a strong, genuine candidate who is truthful and seems to want the best for the nation and its people.",NA,NA,He comes across as untruthful and more than a little frightening.,Political divisiveness,100,0
141919,75,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,2. Liberal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,I like her up-beat message instead of the hate.,NA,NA,He is a con man and January 6th,misinformation leading to division of the people,75,0
141920,65,65+,2. Woman,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,5. Slightly conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,"-5. Sufficient partial, breakoff","-5. Sufficient partial, breakoff",She is a well rounded mentally competent woman who actually cares about the US,NA,NA,This man is severely mentally ill,getting rid of MAGA movement and putting Trump in prison,100,0
141924,54,45-54,2. Woman,"1. White, non-Hispanic",2. High school credential,3. Independent-Democrat,3. Slightly liberal,4. Neither favor nor oppose,6. Oppose moderately,1. Favor a great deal,3. Favor a little,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,"she shares my views on social issues, especially a woman’s right to choose. [CHAR(10)]she isn’t Donald Trump.",NA,NA,"he is a convicted felon, guilty of sexual assault. he is in Putins pocket. he was a terrible President who only cares about himself and billionaires. he is corrupt. he doesn’t pay his bills.",economy/cost of living,65,0
141928,71,NA,2. Woman,"1. White, non-Hispanic",2. High school credential,4. Independent,4. Moderate; middle of the road,4. Neither favor nor oppose,6. Oppose moderately,1. Favor a great deal,7. Oppose a great deal,2. Favor a moderate amount,7. Oppose a great deal,2. Favor a moderate amount,SK,SK,NA,SK,gun control,0,0
141929,70,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,2. Liberal,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor moderately,2. Favor a moderate amount,4. Neither favor nor oppose,4. Neither favor nor oppose,"I like they way she is answering the reporters questions on a number of topics... Right to choose, immigration and she is going to be President of all American's, not just the people who vote for her.",NA,NA,"I do not like ANY of his policies. Immigration, Women's right to choose, his roll in Jan 6... I do not feel he will in any way be good for America..",economy things are very expensive,100,0
141930,46,45-54,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",4. Independent,3. Slightly liberal,7. Oppose a great deal,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,NA,she's a liar she was supposed to protect the border and lied about that,he loves us the American people and fights for us,NA,economy and open borders,0,100
141931,66,NA,2. Woman,3. Hispanic,2. High school credential,3. Independent-Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,1. Favor a great deal,2. Favor a moderate amount,6. Oppose a moderate amount,4. Neither favor nor oppose,que no tengo otra opción mejor,apoya cosa que están en contra de la moral,NA,"racismo, descriminacion,solo apoya los ricos, nada para los pobres",racismo y prejuicio. mucha diferencia en el color raza nacionalidad de una persona. Los ticos cada dÃ­a mÃ¡s ricos los pobres cada dÃ­a mÃ¡s pobres,30,15
141932,41,35-44,2. Woman,3. Hispanic,5. Graduate degree,1. Strong Democrat,3. Slightly liberal,1. Favor a great deal,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,The work she did before becoming vice president in California,NA,NA,His gross views on women and minorities and all of his lying,all of our basic rights being stripped away by maga,85,0
141933,51,45-54,1. Man,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,"Background as former prosecutor, mentored by Joe Biden, pro-choice, Ukraine assistance, unique perspective as first female president, stance against companies inflating prices to post record earnings",SK,NA,"Felony convictions, election interference in Georgia, policies on Ukraine & NATO, tax breaks for the businesses and the wealthy, cuts to social security and medicare, illegal handling of classified documents, unethical business management, anti-abortion, disregard for constitution, disrespect of military, proven liar.","The two-party political system forces people to choose candidates that they only agree with on one or two issues that are important to them. They are forced to support other positions the candidate from that party supports even though the voter may not agree with it because there is no other choice. Also, the Electoral college does not count every person's vote equally.",85,15
141934,62,55-64,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,6. Not very strong Republican,6. Conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose moderately,6. Oppose moderately,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,She is a good orator and gives me the feeling that my vote counts for improving our country.,I did not know any of the things she did as vice president.  I felt that Biden picked her because she was a woman and he thought that would get him more votes.,He seems to have a good rapport with world leaders,He acts like a spoiled toddler when he hears something negative about himself.  He talks too much about him self and what he will do and how tremendous things will be if he is elected again.[CHAR(10)]He does not talk about the voters or what he has heard they want.,"Immigration. no vetting of immigrants, use of government money to take care of them and give them benefits.  Fear of terrorists coming into our country",80,40
141935,77,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,7. Strong Republican,5. Slightly conservative,7. Oppose a great deal,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,4. Neither favor nor oppose,7. Oppose a great deal,NA,Competency; radical left past convictions; don't believe she knows how to solve serious national problems....she has not proven to be a problem solver.,Domestic and international policies.,NA,International relations,0,70
141936,79,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",6. Not very strong Republican,5. Slightly conservative,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,2. Favor a moderate amount,NA,NA,I like his position on securing the boarders. I also like position on a strong army. His thoughts on world politics. I like that he believes in the Declaration of Independence. The states should have a strong saw in their politics.,His narcissistic behavior & his put downs of women.,"I believe that people are angry, stressed,over stimulated by social media,and lacking direction.",30,100
141937,55,55-64,2. Woman,"6. Multiple races, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,1. Favor a great deal,NA,NA,NA,"I believe he goes against every personal value I have, and he would be bad for our country moving forward.","Housing, health care,economy.",85,0
141938,28,25-34,2. Woman,3. Hispanic,"3. Some post-high school, no bachelor's degree",6. Not very strong Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,5. Oppose a little,5. Oppose a little,4. Neither favor nor oppose,6. Oppose a moderate amount,2. Favor a moderate amount,NA,Her past convictions and having no remorse when she locked up people for minor things. She also uses the black card to get most of her votes. [CHAR(10)],"While he was president in 2016 he did a lot for the economy, so I hope if he becomes president he can reduce inflation. He has stated that he wants to secure the borders.",NA,"Drugs, homelessness, teaching young kids about LGBT, inflation, crimes.",40,60
141939,75,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,4. Moderate; middle of the road,7. Oppose a great deal,7. Oppose a great deal,1. Favor a great deal,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,Honesty and her treatment of people as humans. I believe in her platform.,NA,NA,"He is old, despicable and cannot tell the difference between a lie and the truth.   He is morally unfit. Wants to become a dictator vote for me and you will never have to vote again"".""",out of control Politicians and Supreme Court Justices,90,0
141940,-2,NA,1. Man,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",5. Graduate degree,5. Independent-Republican,6. Conservative,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,-6. No post interview,-6. No post interview,-6. No post interview,NA,NA,He speaks for the people not the politicians,Honey and scencere,NA,NA,NA
141941,63,55-64,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,4. Moderate; middle of the road,6. Oppose a moderate amount,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,2. Favor a moderate amount,7. Oppose a great deal,NA,Does not appear to take her resposibilities seriously and has a questionable personal background record.,successful businessman with strong moral principles and holds family values dear to his heart.,NA,1. Lack of a national policy for advancing progress in space exploration. 2. Lack of a coherent policy to address fundamental research in science to understand our place in the cosmos and cope with near Earth asteroids and the threat they present. 3. Lack of leadership and vision in helping to establish humanity as an interplanetary species. 4. Thhe National Debt crisis. 5. Lack of effective border control. 6. Ineffective policy for dealing with addictive drugs.,10,85
141942,65,65+,2. Woman,"1. White, non-Hispanic",2. High school credential,3. Independent-Democrat,3. Slightly liberal,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,6. Oppose moderately,4. Neither favor nor oppose,2. Favor a moderate amount,4. Neither favor nor oppose,"She has experience in politics, I agree with her vision for America. I believe we will do well with a female leading us.",NA,NA,NA,Dissension.  The MAGA movement has caused our country to be so divided to the point people have hatred for each other.,85,0
141943,69,NA,1. Man,"1. White, non-Hispanic",2. High school credential,5. Independent-Republican,6. Conservative,4. Neither favor nor oppose,6. Oppose moderately,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose a moderate amount,7. Oppose a great deal,NA,she acts goofy. Not caring about the border or things that have been messed up by Biden.,He seems to care about this country un like Biden who spends all the money of the tax payers.,He repeats him self to much about what others have said or done. He repeats it three times kind like the 369 .of all things matter.,Getting that Border closed off and getting the illegals out that got in the wrong why. Harris needs gone and Biden has NO business running this country. He is a risk to people and there family's lives no matter what group Dems or Rep . I know he has a problem and maybe he cant help it that's why he has to be dropped as President right now before he puts us into a nuke war. Obama needs out to for he is the one who told other country's to come hear and we take care them. Plus we dont need a gay President we need a nuturl one.,15,70
141946,61,55-64,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,3. Slightly liberal,4. Neither favor nor oppose,6. Oppose moderately,2. Favor moderately,2. Favor moderately,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,"Youth, energy, background as a prosecutor.",NA,"Convicted felon, liar, only concerned about himself.",Clueless about meaning of government for the people.,Trump filling cabinet positions with unqualified people,85,0
141947,54,45-54,2. Woman,"1. White, non-Hispanic",2. High school credential,5. Independent-Republican,6. Conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose a moderate amount,NA,she is to Woke.,our economy was much better when he was in office.,NA,inflation.,0,85
141949,79,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,3. Slightly liberal,2. Favor a moderate amount,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,she opposes Trump! she and we will be fine for America.,NA,NA,"bully, no depth, totally dishonest, lacks integrity, solely self interest, lacks conviction, immature, worthless human being who is in my field and his tax policy is extremely beneficial to me and my extended family and disliked by all.","education k-12 , needs to be improved through better working conditions, smaller class size and support of the efforts by the good teachers, retirement of the old no longer interested, America would benefit by a space program commitment to education. Money and resources of equal nature would be a step in the right direction. Frankly, you can contact me for a description of my 20 year program.",90,0
141950,34,25-34,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,2. Liberal,2. Favor a moderate amount,5. Oppose a little,2. Favor moderately,4. Neither favor nor oppose,3. Favor a little,2. Favor a moderate amount,1. Favor a great deal,"her values, principles, policies and I feel she is the only candidate who could unite our country instead of Trump further dividing.",NA,NA,He is causing more division and hatred between the parties. He does not support women's or lgbtq rights. Project 2025 is absolutely terrifying.,"Division, reproductive rights, equality",85,0
141951,69,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,7. Oppose a great deal,2. Favor moderately,6. Oppose moderately,1. Favor a great deal,7. Oppose a great deal,3. Favor a little,4. Neither favor nor oppose,NA,to Extream (to woke),aligns with my values,NA,"open borders, too many people entering and not being vented.do not know who these people are.",0,100
141952,50,45-54,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,1. Extremely liberal,1. Favor a great deal,7. Oppose a great deal,2. Favor moderately,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,"Harris is strong on a lot of progressive issues, and I trust her to continue the work that the Biden administration has begun to address climate change, helping working families, going after big businesses, and supporting important social issues like the right to choose and LGBTQ rights.","She's more of a centrist than me, and I'm not excited to vote for a former prosecutor.",NA,"In his 4 years in office he persecuted people based on their religion, gender, sexuality and more. He left the economy in a shambles, and cut taxes for rich people who already don't pay their fair share. Beyond that, he lied constantly, enriched himself and his children via foreign powers, and made the US a laughingstock on the global stage.","Climate change, energy transition, poverty, gun violence, racism, transphobia, homophobia, misogyny...",95,0
141953,48,45-54,1. Man,"2. Black, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,4. Moderate; middle of the road,1. Favor a great deal,6. Oppose moderately,2. Favor moderately,2. Favor moderately,2. Favor a moderate amount,7. Oppose a great deal,2. Favor a moderate amount,The fact that she an articulate her policies and plans.,NA,NA,"The fact that he uses devisive, childish, bullying tactics. And he lies about everything.","economy, employment and race relations",85,0
141954,39,35-44,2. Woman,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,2. Liberal,3. Favor a little,4. Neither favor nor oppose,2. Favor moderately,6. Oppose moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,"Dedication to abortion rights, women's rights, common sense gun legislation. Also, she is not Donald Trump.",NA,NA,"He is a convicted felon. He is racist, misogynistic and lies openly. He started an insurrection against our country and incites hatred. I also disagree with his stance on tax cuts for the uber wealthy, his dedication to over turning Roe vs. Wade, and his overturning of legislation that was enacted to combat climate change.",The threat that Donald Trump poses to the future of democracy and the future of our country,95,0
141955,80,NA,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,2. Liberal,1. Favor a great deal,7. Oppose a great deal,3. Favor a little,7. Oppose a great deal,3. Favor a little,1. Favor a great deal,1. Favor a great deal,she is a very capable woman,NA,NA,"he is a dangerous, angry, crazy man.",Donald Trump is the biggest problem facing our nation,100,0
